0	0.04758161102303129	0.021363238563964996	0.07620558031397151
.05	0.04763456622744169	0.021354987831517888	0.07634425165727274
.1	0.047673949000464025	0.02134986945608235	0.07653239332699067
.15	0.047715227000784365	0.02134453826323966	0.07670430755256871
.2	0.04776628697789676	0.021336500348199703	0.07685920634000984
.25	0.04782883434892981	0.021323688156910884	0.0770337639025039
.3	0.04789979277547312	0.02130403556717	0.07727466909105475
.35	0.04797190721179187	0.021275041134842562	0.07763678493391347
.4	0.04803912612471308	0.021233402349420675	0.07802766552317551
.45	0.04809131700545678	0.021174353557391373	0.07834741740647184
.5	0.0481172251269611	0.02109195343647033	0.07864899156451685
.55	0.04809789319759605	0.02097678480118443	0.07897302084891114
.6	0.04801212227028091	0.020818859759866033	0.07925817285983457
.65	0.04781477841221574	0.02059778526212627	0.07940666022465907
.7	0.04747449361865648	0.02029800831328093	0.07939457421838048
.75	0.04677048446412764	0.01982599398417775	0.07887199441777357
.8	0.045933221418702194	0.01926936317293007	0.07825021997809167
.85	0.04460244660392731	0.018474468112481702	0.07692831859115867
.9	0.04157822515135499	0.016945174773009494	0.07286341592538396
.95	0.034439824293971966	0.013688110781852947	0.06191702831879028
.99	0.019164592457629484	0.007057913343443808	0.03720139547204138
